Chapter,Author,Date,Text,Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,PluckThatPeach,May-06 2018,WTAF,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,PluckThatPeach,May-06 2018,ðŸ˜‚ðŸ˜‚ðŸ˜‚ I LIVE FOR THESE MOMENTS,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,PluckThatPeach,May-06 2018,NAH UH,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,PluckThatPeach,May-06 2018,HALLELUJAH,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,silentlywhispering,Mar-18 2018,This comment may be offensive. FUCK,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,ofdivinity,Mar-14 2018,Nooo ðŸ˜­,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,ofdivinity,Mar-14 2018,YES,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,tallulah2447,Mar-07 2018,Such a wonderful description-really epic in nature,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,Ashia234,Mar-03 2018,It's okay to be jealous Edwina â˜ºï¸,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,StarryNightOwls,Feb-25 2018,NONONOONNONOONONONO NAHNHAHNHANAHNAHANAHNANAHNAHNAHANNHNAHNH nononoonon NOT TODAY DEMON NOT TODAY,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,StarryNightOwls,Feb-25 2018,ðŸ¤£ðŸ¤£ðŸ˜±ðŸ˜±ðŸ¤£ðŸ˜±ðŸ¤£ðŸ˜±ðŸ¤£ðŸ˜±ðŸ¤£ðŸ˜±ðŸ¤£ðŸ˜±ðŸ¤£ðŸ˜±,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,StarryNightOwls,Feb-25 2018,Because Edwina, the world deserves its best when we revel in your bickering and ðŸ”¥ðŸ”¥ðŸ”¥ with Trystan (and anyone who joins in on the fun) ðŸ˜,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,StarryNightOwls,Feb-25 2018,THIS IS PERFECT NYX YOURE AMAZING â¤ï¸â¤ï¸â¤ï¸â¤ï¸ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,StarryNightOwls,Feb-25 2018,ðŸ˜ðŸ˜ðŸ˜ðŸ˜,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,StarryNightOwls,Feb-25 2018,It is a trait of high intelligence. Suck it Valmont :p,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,StarryNightOwls,Feb-25 2018,You guys arenâ€™t as half-hearted as you guys act like,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,StarryNightOwls,Feb-25 2018,Fudge yea! Wait no...you still donâ€™t â€œlikeâ€ him Edwina *wink wink*,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,StarryNightOwls,Feb-25 2018,There is nothing more that lovely chemistry right in the middle of a escape-less island having a battle loving and hating each other at the same time. What a world,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,#NAME?,Feb-25 2018,want some peanut butter with that jelly,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,#NAME?,Feb-25 2018,denials not just a river in egypt dear tristan,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,goldfyres,Feb-24 2018,This comment may be offensive. Shit no no no no,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,_enopac_,Feb-24 2018,Thereâ€™s a very thin line there, and Iâ€™m afraid youâ€™ve already crossed it Tristan dear, now itâ€™s time for you to realize it.,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,-,Feb-24 2018,IM REAL EXCITED FOR THE HORRORS OF NEXT WEEK,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,-,Feb-24 2018,IF ANYTHING,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,-,Feb-24 2018,This comment may be offensive. AH SHIT,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,-,Feb-24 2018,AND SO THE DARKNESS AWAITS,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,-,Feb-24 2018,they SOUND SO ALIGNED. NO, THAT'S NOT THE RIGHT WORD FOR IT, BUT STILL,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,kindwishes,Feb-24 2018,Nononononono not Cymbeline, Atherton, and Eric's mom (Erida?) ðŸ˜ž,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,kindwishes,Feb-24 2018,I never heard someone talk to their grandma like that ðŸ˜‚,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,godavariflowsby,Feb-24 2018,I still believe you should write the whole final draft (for book publishing maybe) in third person. Because I can see how wide spread this book could go. It's like imagining the 900+ chapter Manga One Piece in first person. That's just unbelievable.   Character development can be possible in third person as well. Take @SAKlopfenstein 's the Shadow Watch series or @DavidMusk 's The Lost Redeemer. Two books worth the fantasical read.,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,collaterals,Feb-24 2018,Ellis you have no right,4 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,collaterals,Feb-24 2018,The missing gods,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,collaterals,Feb-24 2018,This comment may be offensive. Oh fuck,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,collaterals,Feb-24 2018,The Titans maybe?,4 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,collaterals,Feb-24 2018,Uhhh jedwilous are we?,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,collaterals,Feb-24 2018,If I'm Nyx thank Gods I'm NyxÂ¿Â¿?Â¿,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,collaterals,Feb-24 2018,Oh she is...,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,collaterals,Feb-24 2018,*le gasp*,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,madandbougie,Feb-24 2018,*squeals loudly*,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,Leannea,Feb-24 2018,Oh no! ðŸ˜±,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,sunflowerlies,Feb-24 2018,I bet it is eric's mom ahhhhhhhh........ðŸ˜• Amazing chapter by the wayðŸ‘,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 | ACT II, SCENE XIII,chaotichearts-,Feb-24 2018,Just another masterpiece as usual, thank you so much for making my day Ellis!ðŸ’›ðŸ’›ðŸ’›ðŸ’›ðŸ’›,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,herbrokenmanuscripts,Mar-04,This comment may be offensive. you can talk as as much shit but can't see whats in front of you ðŸ‘ŽðŸ¿,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,_wnadeena,Nov-23 2019,ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,shifaxuddin,Sep-02 2019,ðŸ¤¦ðŸ»â€â™€ï¸,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,LattyBritish,Aug-19 2019,I forgot Edwina isn't the only one who's stubborn af!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,LattyBritish,Aug-19 2019,Lmao Tristan don't you know your wife to be by now hehe,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,undeniable-s,May-05 2019,ffsake,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,undeniable-s,May-05 2019,:////,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,itsrennie,Dec-09 2018,mystery incorporated is back together!!!  too soon?  only me?  okay, i'll leave.,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,_logogriph,Sep-17 2018,I wonder...,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,_logogriph,Sep-17 2018,This lady is too hysterical... I mean... Keep calm and be a godðŸ˜Ž,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,lowkeyloki__,Sep-16 2018,GURL YOU'RE AS BLIND AS A BAT WHEN IT COMES TO THIS,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,aphroditye,Jul-26 2018,Oh my god BECAUSE HE LOVES YOU DUUHHHHHH,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,aphroditye,Jul-26 2018,OH CRAPPPPP,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,aphroditye,Jul-26 2018,Oh my god this is terrifying. Well done ðŸ‘ You honestly deserve the world for this book,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,yomnaameer,Jul-16 2018,wow... just wow,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,PluckThatPeach,May-06 2018,This comment may be offensive. HOLY SHIT,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,PRXSLEYS,Apr-28 2018,*cries*,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,PRXSLEYS,Apr-28 2018,SHðŸ‘€K,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Tophie_Star,Mar-18 2018,*drumroll*,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Tophie_Star,Mar-17 2018,Am I the only one here thinking along the lines of 'we're doomed?',Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Tophie_Star,Mar-17 2018,For obvious reasons Duh!!ðŸ’–,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Tophie_Star,Mar-17 2018,It just keeps getting better and better.... NOT!!!!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Tophie_Star,Mar-17 2018,This comment may be offensive. For what?? Shit has really hit the fan,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Tophie_Star,Mar-17 2018,What???? Reminds me of a tvserie the 100.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Tophie_Star,Mar-17 2018,ASAP,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Tophie_Star,Mar-17 2018,Now here's another problem,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Tophie_Star,Mar-17 2018,I feel like I can see everything happening. Every gruesome scene. And its mortifyingly beautiful. Great work sis,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Tophie_Star,Mar-17 2018,The whole gang...â¤â¤â¤,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Tophie_Star,Mar-17 2018,This comment may be offensive. Oh fuck!!! Oh damn!!! What just happened. Is this good good or good bad??,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Tophie_Star,Mar-17 2018,I'M BACK BISHES!!!!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Tophie_Star,Mar-17 2018,So I've been out for a long long time... Life just.... Happened and made me an inactive reader... But I'm back now. And I have comments to storm because after all, I am a Valmont. ðŸ˜Ž,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Ashia234,Mar-11 2018,Tristen could've got seriously hurt. Oh, my poor heart.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,lifeless_nerd,Mar-05 2018,the Dessari are more trickier than I thought,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,lifeless_nerd,Mar-05 2018,imagine if they are not..really dead that is, because they are harvesting their blood as they are in a coma like state and poor Eric does not deserve it,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,lifeless_nerd,Mar-04 2018,real gods only accept blood....,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Leannea,Mar-03 2018,KICK THEM WHERE IT HURTS edwina!,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,Leannea,Mar-03 2018,DAMN,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,collaterals,Mar-03 2018,This was so intense omfg Ellis I love you darling,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,collaterals,Mar-03 2018,Where the hell is he??,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,collaterals,Mar-03 2018,Your proud will kill you someday, Edwina,10 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,collaterals,Mar-03 2018,More blood sacrifices??,6 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,-,Mar-03 2018,THAT WAS STILL AMAZEBALLS THOGUH,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,-,Mar-03 2018,This comment may be offensive. WELL ShiT,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,-,Mar-03 2018,This comment may be offensive. ooh, and THINGS ARE GOING TO SHIT WELL . . THEY WERE ALREADY SHIT IN THE FIRST PLACE,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,-,Mar-03 2018,AW LOOK  WHO'S BEING A GENTLEMAN,4 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,ella_officially,Mar-03 2018,Eric does not deserve devastation,3 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,ella_officially,Mar-03 2018,AAAAAAAAAAAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHHHHHHHHHHHHHH,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,StarryNightOwls,Mar-03 2018,Aggggh TRISTANNNNNNNNNNNNNN,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,StarryNightOwls,Mar-03 2018,KNEW IT AHHHHHHHH  FRICKITY NICKITY BICKITY CRAP,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,StarryNightOwls,Mar-03 2018,Hm...hm hm HM I WONDER WHY EDWINA I. Wonder. Why ðŸ§,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,StarryNightOwls,Mar-03 2018,Oh schnitzel schnitzel schnitzel schnitzel they are gonna come at the end of the chapter, are they?,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,StarryNightOwls,Mar-03 2018,Well it does explain why these gods never came back even though people may thought they MUST have tried to do something- so they were SLEEPING ON THE JOB,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,madandbougie,Mar-03 2018,Iâ€™m speechless,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,madandbougie,Mar-03 2018,WHAT,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,madandbougie,Mar-03 2018,I love how he called her edwina instead of woman this time ðŸ˜‚,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,ella_officially,Mar-03 2018,I swear, if he's gonna get more adorable than this, I'm gonna want to steal him from his wife.,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,StarryNightOwls,Mar-03 2018,Hella graphic!! So mortifying!,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,StarryNightOwls,Mar-03 2018,Oh schnitzel,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,madandbougie,Mar-03 2018,i know sheâ€™s a goddess and all, but edwina never ceases to amaze me. i wouldâ€™ve cried like a baby lol.,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,StarryNightOwls,Mar-03 2018,YASSSS NEW UPDATE,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,madandbougie,Mar-03 2018,omg wtf wtf wtf,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,madandbougie,Mar-03 2018,Oh Eddy :(,3 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,madandbougie,Mar-03 2018,omg idk if this was mentioned earlier, but what if theyâ€™re apart of someoneâ€™s corrupt army so theyâ€™re harvesting immortal blood to fight the Gods ohhhhhh my goodness,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,ella_officially,Mar-03 2018,Awwww,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,madandbougie,Mar-03 2018,uh oh again,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,ella_officially,Mar-03 2018,OMGGGGGG,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,madandbougie,Mar-03 2018,The details in this paragraph are beyond amazing,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,madandbougie,Mar-03 2018,Uh oh,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,madandbougie,Mar-03 2018,If Tristan is scared then Iâ€™m terrified ðŸ˜­,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 | ACT II, SCENE XIV,madandbougie,Mar-03 2018,AHHHH IM SO EXCITED,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,knelysian,4 days ago,AAWWW,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,sarcastic-human,Mar-12,WHY?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,PORK_BUNS,Feb-01,OH COME ON WOMAN,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,PORK_BUNS,Feb-01,Awww i love cats,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Luciaq08,Jan-30,This comment may be offensive. HOLY SHIT YES,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Mina292,Jan-26,SIS WHYYYYY,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Mina292,Jan-26,I stan,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Mina292,Jan-26,Awww ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Mina292,Jan-26,This comment may be offensive. Holy shit yes!,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,TooMuchSarcasm,Nov-29 2019,Wtf this girllll,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,_wnadeena,Nov-23 2019,honestly i don't get why she's being like this. she's stubborn, yes, but tristan has done nothing wrong. he even punished apollo like he promised her. i love edwina to death but seriously her ego is higher than the dracneese mountain.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,_wnadeena,Nov-23 2019,AAAAAAHHHHHH,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,Andromeda_Constant,Nov-02 2019,Tristan: john mulaney voice* THATS MY WIFE!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,mldnlghtrose,Oct-27 2019,retarded seal LMAO,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,mldnlghtrose,Oct-27 2019,awwwww,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,diagonallxy,Sep-19 2019,SIS,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 | ACT II, SCENE XV,MerciMeyo,Sep-11 2019,Awwww,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
