Chapter Name,Author,Date,Text,Replies
CROWN OF GLASS,dobrienly,"Dec 24, 2017",lovelovelove,Reply
CROWN OF GLASS,dobrienly,"Dec 24, 2017",your writing ❤️,Reply
CROWN OF GLASS,dobrienly,"Dec 24, 2017",have you read the infernal devices?,1 Reply
CROWN OF GLASS,dobrienly,"Dec 24, 2017",AAAHHHHH I LOVE THESE ALL,Reply
CROWN OF GLASS,dobrienly,"Dec 24, 2017",TAKE ME NOW,Reply
CROWN OF GLASS,dobrienly,"Dec 24, 2017",!!!!!,Reply
CROWN OF GLASS,dobrienly,"Dec 24, 2017",your motivation is inspiring,1 Reply
CROWN OF GLASS,dobrienly,"Dec 24, 2017",you’re so adorable ❤️,1 Reply
CROWN OF GLASS,dobrienly,"Dec 24, 2017",MOOD,Reply
CROWN OF GLASS,dobrienly,"Dec 24, 2017",ok but your summary literally left me shook???,1 Reply
CROWN OF GLASS,Ammaxx,"Dec 23, 2017",Wow,Reply
CROWN OF GLASS,Ammaxx,"Dec 23, 2017",💕,Reply
CROWN OF GLASS,browncommas,"Dec 23, 2017",okay damn,1 Reply
CROWN OF GLASS,diddy-bop,"Dec 21, 2017",i’m flattered,1 Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",now THIS is a quote hunty!,Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",i- wow this- idek what to say this was amazing wow,1 Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",ZEUS OMG,1 Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",well i mean ..,Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",hm idk maybe telepathically?,Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",congratulations,1 Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",im literally in love with greek mythology,1 Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",OMG MY FAVES,1 Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",im honestly ready idc,1 Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",can i come?,1 Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",chilee they’re probably fine as wine,1 Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",that’s sounds awesome,1 Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",i love you too sweets,Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",bless her heart,1 Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",OH WOW UM ME.,1 Reply
CROWN OF GLASS,-lovealwaystatiana,"Dec 21, 2017",awe thank you,1 Reply
CROWN OF GLASS,ohdeerhoney,"Dec 21, 2017",Shouldn't this not be capitalized?,1 Reply
CROWN OF GLASS,yassypants,"Dec 21, 2017",three of my favorite things,1 Reply
CROWN OF GLASS,-,"Dec 21, 2017",Pay attention kids.,1 Reply
CROWN OF GLASS,lolly212,"Dec 18, 2017",Yaass,Reply
CROWN OF GLASS,lolly212,"Dec 18, 2017",Fantastic,Reply
CROWN OF GLASS,silentlywhispering,"Dec 18, 2017",shite,Reply
CROWN OF GLASS,silentlywhispering,"Dec 18, 2017",YES,1 Reply
CROWN OF GLASS,silentlywhispering,"Dec 18, 2017",❤,Reply
CROWN OF GLASS,silentlywhispering,"Dec 18, 2017",RELATE.,2 Replies
CROWN OF GLASS,silentlywhispering,"Dec 18, 2017",oh wow thanks?,1 Reply
CROWN OF GLASS,GlaireMannon,"Dec 18, 2017",YOUR BOOK HASNT STARTED YET AND IM SHOOK,1 Reply
CROWN OF GLASS,7BlueDayDreams,"Dec 17, 2017",First line and I am in love. 😍😍😍,2 Replies
CROWN OF GLASS,Faffacake,"Dec 17, 2017","Dang son, that’s quite a feat",1 Reply
CROWN OF GLASS,Faffacake,"Dec 17, 2017",Sounds festive!,Reply
CROWN OF GLASS,-,"Dec 16, 2017",😍 we love you too,1 Reply
CROWN OF GLASS,sxnsas,"Dec 15, 2017",MARGAERY !!,1 Reply
CROWN OF GLASS,chaotichearts-,"Dec 14, 2017",Tristan??,2 Replies
CROWN OF GLASS,KeelyVictoria,"Dec 14, 2017",The best kind of ship that there is!!!,1 Reply
CROWN OF GLASS,beezgobuzz,"Dec 13, 2017",Is this story also inspired by the 'Throne of Glass' series? The titles are so familiar and I'm sure others have pointed this out as well.,1 Reply
CROWN OF GLASS,Skullbombraging,"Dec 12, 2017",I like this quote very much.,1 Reply
CROWN OF GLASS,Evie1031,"Dec 10, 2017","Ooooh I haven't started reading yet, but I'm really excited",2 Replies
CROWN OF GLASS,PearlLove16,"Dec 09, 2017",This is going to make me go crazy lol. But I’ll be over the moon when they finally realize they are perfect for each other 😁,1 Reply
CROWN OF GLASS,PearlLove16,"Dec 09, 2017",By the time I’m done reading this book you and your characters will probably have a spot in my heart 😄,2 Replies
CROWN OF GLASS,trivialpotter,"Dec 08, 2017",the best kind,Reply
CROWN OF GLASS,trivialpotter,"Dec 08, 2017",boy i dont read fantasy BUT THIS ALREADY HAS ME HOOKED,2 Replies
CROWN OF GLASS,justlikecallie,"Dec 08, 2017","Welp, I'm in.",1 Reply
CROWN OF GLASS,halimalfoy,"Dec 06, 2017",i know the next book i'm going to binge read now,1 Reply
CROWN OF GLASS,amateurinresidence,"Dec 05, 2017",I'm ready.,1 Reply
CROWN OF GLASS,amateurinresidence,"Dec 05, 2017",I love this aesthetic...,1 Reply
CROWN OF GLASS,AndraVoicu,"Dec 05, 2017",😂😂,Reply
CROWN OF GLASS,akans6,"Dec 02, 2017",AHHHH THE MORTAL INSTRUMENTS 😍😍,Reply
CROWN OF GLASS,StarryNightOwls,"Dec 01, 2017","ZEUS MA MAN. PERCY, YOU NEEDA WASH THIS GOD’s HANDS",5 Replies
CROWN OF GLASS,contemplation-,"Nov 23, 2017","wow, that's amazing! props to you. i would have given up by now lol",1 Reply
CROWN OF GLASS,aaasteriia,"Nov 18, 2017",*orgasms*,1 Reply
CROWN OF GLASS,aaasteriia,"Nov 18, 2017",Now im in love,3 Replies
CROWN OF GLASS,sensibae,"Nov 15, 2017",this is such a great hook!!?! consider me snatching my wig,Reply
CROWN OF GLASS,sensibae,"Nov 15, 2017",OH SO THAT’S WHY GAME OF THRONES AHDJSJ OK I AM GONE ALSO TMI I AM BLESSED,2 Replies
CROWN OF GLASS,sensibae,"Nov 15, 2017",same,Reply
CROWN OF GLASS,sensibae,"Nov 15, 2017","omg this reminds me margaery tyrell, this is great fjjsksjksak!?!",10 Replies
CROWN OF GLASS,sensibae,"Nov 15, 2017",I am ready to read this,1 Reply
CROWN OF GLASS,firebendings,"Nov 14, 2017",mood,Reply
CROWN OF GLASS,firebendings,"Nov 14, 2017",i love u more,1 Reply
CROWN OF GLASS,firebendings,"Nov 14, 2017",heck yea,Reply
CROWN OF GLASS,firebendings,"Nov 14, 2017",ooh yes,2 Replies
CROWN OF GLASS,goldfyres,"Nov 12, 2017",This is sooo good,1 Reply
CROWN OF GLASS,goldfyres,"Nov 12, 2017",I knew you’d love me,1 Reply
CROWN OF GLASS,fschrstars,"Nov 12, 2017",that is some good advice right there,1 Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017",yes the truth,1 Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017",*looks at the camera like im in The Office*,Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017",probably too early for this but we are getting married,1 Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017",LET US NOT,1 Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017",well they can call me up when im ready to die. we can definitely arrange something,Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017",mmmm magically delicious,1 Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017",looks like im going to be gay the entire book,Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017",i guess ill be the shitass and say youre probably the first 😂,1 Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017",this is entirely sweet,1 Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017",this was very poetic in a lowkey way,1 Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017",UH. ME.,1 Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017",OH MY GOOOOOD,1 Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017","damn, two? try six. 😩😩😩😩",6 Replies
CROWN OF GLASS,movedonsis,"Nov 11, 2017",oh nice,1 Reply
CROWN OF GLASS,movedonsis,"Nov 11, 2017",this is godly,1 Reply
CROWN OF GLASS,collaterals,"Nov 08, 2017",Like Roman gods? Bc those sweet creatures are ruthless af,4 Replies
CROWN OF GLASS,4llyxox,"Nov 06, 2017","IM IN LOVE WITH THIS ALREADY....AND ITS NOT EVEN STARTED YET, PLUS IM YOURE JUDGE LMAO",1 Reply
CROWN OF GLASS,4llyxox,"Nov 06, 2017",LMAO SAME GIRL,1 Reply
CROWN OF GLASS,offtojupiter,"Nov 03, 2017",THIS BOOK IS AWESOME!!!,Reply
CROWN OF GLASS,PluckThatPeach,"Oct 30, 2017",THAT BANNER IS 😍,1 Reply
CROWN OF GLASS,reverielles,"Oct 30, 2017",“A GOD FOR A GOD” OMG I AM SO READYYY,1 Reply
CROWN OF GLASS,reverielles,"Oct 30, 2017",I LOVE THIS,1 Reply
CROWN OF GLASS,reverielles,"Oct 30, 2017",NO NOT SLOW BURN!! I REALLY AM GONNA PULL MY HAIR OUT,1 Reply
CROWN OF GLASS,reverielles,"Oct 30, 2017",HOW DELIGHTFUL,1 Reply
CROWN OF GLASS,reverielles,"Oct 30, 2017",I LOVE YOU TOO ELS,1 Reply
CROWN OF GLASS,reverielles,"Oct 30, 2017",I KNOW IM SO AMAZING 💅,1 Reply
CROWN OF GLASS,PluckThatPeach,"Oct 29, 2017",THALIA WHERE U AT GIRL,1 Reply
CROWN OF GLASS,PluckThatPeach,"Oct 29, 2017",I just imagined my chem teacher saying that,1 Reply
CROWN OF GLASS,PluckThatPeach,"Oct 29, 2017",*calls percy*   BOIII YOUR DAD IS HEREEE,1 Reply
CROWN OF GLASS,PluckThatPeach,"Oct 29, 2017",THATS MY BOY’S FATHER,1 Reply
CROWN OF GLASS,PluckThatPeach,"Oct 29, 2017",That’s what she said ..,1 Reply
CROWN OF GLASS,tsaikovsky,"Oct 25, 2017",bear grylls smh,1 Reply
CROWN OF GLASS,tsaikovsky,"Oct 25, 2017",o m g,1 Reply
CROWN OF GLASS,tsaikovsky,"Oct 25, 2017",sounds like someone else who’s got coffee in their veins,1 Reply
CROWN OF GLASS,tsaikovsky,"Oct 25, 2017",can I just say before ur foreword that I read ur synopsis but there was no comment option out there and my o my does it hook the oblivious fish,1 Reply
CROWN OF GLASS,tsaikovsky,"Oct 25, 2017",the wit <3,Reply
CROWN OF GLASS,tsaikovsky,"Oct 25, 2017",omg,1 Reply
CROWN OF GLASS,_logogriph,"Oct 20, 2017",Amazing,1 Reply
CROWN OF GLASS,SagittariustotheT,"Oct 18, 2017",😙😙,Reply
CROWN OF GLASS,SagittariustotheT,"Oct 18, 2017",Bless you,1 Reply
CROWN OF GLASS,inkscopy,"Oct 16, 2017",inkie sees ink,Reply
CROWN OF GLASS,astonishinglyy,"Oct 13, 2017",Blood Sweat and  Tears,Reply
CROWN OF GLASS,In-ter-lude,"Oct 12, 2017",SLAY SIS,1 Reply
CROWN OF GLASS,glass-dandelions,"Oct 10, 2017","SHOOKETH   I came here to make my payment for the graphics, but DAYUM you got my bloody attention.",1 Reply
CROWN OF GLASS,offtojupiter,"Oct 09, 2017","How do you vote again?  *sends infinite votes your way* HERE, FOR YOU!",1 Reply
CROWN OF GLASS,offtojupiter,"Oct 09, 2017",same.,1 Reply
CROWN OF GLASS,offtojupiter,"Oct 09, 2017",Of course you are.,1 Reply
CROWN OF GLASS,-,"Oct 09, 2017","""intense",Reply
CROWN OF GLASS,-,"Oct 09, 2017",when you say an intese slow burn ship do you mean that tristan and edwina won't be screwing eachother anytime soon ah well i'LL STILL GET IT THOUGH SO,4 Replies
CROWN OF GLASS,gcgonzalez,"Oct 07, 2017","Amen sister. If you publish this as an actual book, I have already decided I would be the first to buy it.",2 Replies
CROWN OF GLASS,gcgonzalez,"Oct 07, 2017",Holy crap I am SHOOK.,1 Reply
CROWN OF GLASS,gcgonzalez,"Oct 07, 2017",I like this one the best.,1 Reply
CROWN OF GLASS,gcgonzalez,"Oct 07, 2017",NARNIA! I LOVE NARNIA! DO YOU HAVE AN EDMUND CHARATER?,2 Replies
CROWN OF GLASS,gcgonzalez,"Oct 07, 2017",*grabs popcorn and tissues and the Muses from Hercules*,Reply
CROWN OF GLASS,gcgonzalez,"Oct 07, 2017",Bring it!,Reply
CROWN OF GLASS,gcgonzalez,"Oct 07, 2017",Lol. Rhysand and Peter Maximoff ruined mine so I'm ready.,1 Reply
CROWN OF GLASS,sleezbot,"Oct 07, 2017",im! ready!,1 Reply
CROWN OF GLASS,sleezbot,"Oct 07, 2017",ayeayeyaye,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",i love this so much,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",GOOSEBUMPS AYE,1 Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017","sounds like a lot of effort tho, is there an easier way out?",1 Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",love this❤️,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017","idk man, u can try and throw him off a cliff or something",1 Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",makes me so happy seeing that you've won all these awards :'),Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",congrats omg!!,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",i'll help,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",i love greek mythology aye,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",THE MORTAL INSTRUMENTS NO THAT IS MY LITERAL WORLD YOU DON'T UNDERSTAND YESSS,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",*sips the tea* tastes just fine to me,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",lowkey already invested in this ship whoops,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",dayum,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",oh my god so ready,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",AYYY,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017","oh, a lot of people are, it doesn't faze me anymore",1 Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",aw💞,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",but why was that tiny phrase such a beautiful piece of art tho,1 Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017", #relatable,1 Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",*takes a deep breath* i'm ready,1 Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",ahahah,Reply
CROWN OF GLASS,blueberrings,"Oct 06, 2017",i love this omg,3 Replies
CROWN OF GLASS,RimAiramAnum,"Sep 29, 2017",Congrats 👏👏❤️❤️,2 Replies
CROWN OF GLASS,RimAiramAnum,"Sep 29, 2017",Crap,1 Reply
CROWN OF GLASS,RimAiramAnum,"Sep 29, 2017",The most relatable thing ive ever read,Reply
CROWN OF GLASS,marwards,"Sep 27, 2017",Hey! I really think you’re a great writer! Can you pls enter my writing contest? Thank you so much!❤️❤️❤️,2 Replies
CROWN OF GLASS,twilight_shadows,"Sep 26, 2017",Narniaaa❤❤,1 Reply
CROWN OF GLASS,djcutesy,"Sep 25, 2017","Well, how sweet...♡♡♡",1 Reply
CROWN OF GLASS,-,"Sep 23, 2017","ZEUS, IS THAT YOU? WOW RICK RIORDON WAS SO WRONG.",Reply
CROWN OF GLASS,-,"Sep 23, 2017","ZEUS, IS THAT YOU? WOW RICK RIORDON WAS SO WRONG.",1 Reply
CROWN OF GLASS,-,"Sep 23, 2017",Poseidon [ I'm probably spamming you],2 Replies
CROWN OF GLASS,-,"Sep 23, 2017",GAWWDDD,Reply
CROWN OF GLASS,-,"Sep 23, 2017",That's the cue for her to die.,2 Replies
CROWN OF GLASS,-,"Sep 23, 2017",I am athena lmao😂,3 Replies
CROWN OF GLASS,-,"Sep 23, 2017",OML I LOVE YOU ALREADY TMI AND GoT,4 Replies
CROWN OF GLASS,-,"Sep 23, 2017",Ooinggg,Reply
CROWN OF GLASS,-,"Sep 23, 2017",Who is that? William Herondale? 😂,3 Replies
CROWN OF GLASS,-,"Sep 23, 2017",Yes. I totally relate.,Reply
CROWN OF GLASS,-,"Sep 23, 2017",I AM SORRY BTS,Reply
CROWN OF GLASS,mariam_73,"Sep 22, 2017",I loooove coffee,3 Replies
CROWN OF GLASS,gulabjamuns,"Sep 20, 2017",Okay Ramsay 😂,4 Replies
CROWN OF GLASS,gulabjamuns,"Sep 20, 2017",I love you too ❤️❤️❤️,1 Reply
CROWN OF GLASS,gulabjamuns,"Sep 20, 2017","I'm sorry, I'm in such a BTS mood these days, that just hearing that phrase makes me think of their song 😂😂😂",3 Replies
CROWN OF GLASS,DelhiBelly,"Sep 19, 2017","You changed the cover of COG! I liked the old one visually but this one is more apt for the book. Gives a feel, you know?",1 Reply
CROWN OF GLASS,adityadd,"Sep 19, 2017",Whoo like Sansa XD,7 Replies
CROWN OF GLASS,BEOCHAOINEADH,"Sep 17, 2017",I agree with this statement,Reply
CROWN OF GLASS,BEOCHAOINEADH,"Sep 17, 2017",Holy shįt I just got goosebumps,1 Reply
CROWN OF GLASS,BEOCHAOINEADH,"Sep 17, 2017",It's strange how the first one says gods cannot be killed but the rest are saying but it's not death,2 Replies
CROWN OF GLASS,-,"Sep 17, 2017",*tea,Reply
CROWN OF GLASS,-,"Sep 17, 2017","they're my cup of coffee, not tee SO IM THERE",Reply
CROWN OF GLASS,BEOCHAOINEADH,"Sep 17, 2017",I absolutely love Epigraph.,1 Reply
CROWN OF GLASS,-,"Sep 17, 2017",reLATABLE AF,Reply
CROWN OF GLASS,BEOCHAOINEADH,"Sep 17, 2017",Well gods can die if nobody believes in them,1 Reply
CROWN OF GLASS,-,"Sep 17, 2017","THIS MADE YOU CRY SEE, THE FIRST THING THAT ENTERS MY MIND AT THIS IS THAT HADES MIGHT HAVE CHEATED ON PERSEPHONE OR TAKEN ANOTHER WOMAN AS WELL OR JUST HADES DID SOMETHING TO PERSEPHONE  AND THEN I DECIDE TO HAVE A LITTLE TALK WITH HADES AFTER I FIGH- I MEAN, HAVE A POLITE CONVERSATION WITH ZEUS.  BUT ALSO, I MIGHT BE WRONG, SO OKAY",4 Replies
CROWN OF GLASS,BEOCHAOINEADH,"Sep 17, 2017",Throw him into hellfire,1 Reply
CROWN OF GLASS,BEOCHAOINEADH,"Sep 17, 2017",Savage,1 Reply
CROWN OF GLASS,BEOCHAOINEADH,"Sep 17, 2017",If this is inspired by Game of thrones you know it's gotta be good,1 Reply
CROWN OF GLASS,BEOCHAOINEADH,"Sep 17, 2017",I know I ain't the kindest kid but I ain't Satan... maybe 😏,2 Replies
CROWN OF GLASS,BEOCHAOINEADH,"Sep 17, 2017",This is so hilarious that it's true,1 Reply
CROWN OF GLASS,BEOCHAOINEADH,"Sep 17, 2017",I'm loving this,1 Reply
CROWN OF GLASS,Mardais,"Sep 17, 2017",Indeed true!,1 Reply
CROWN OF GLASS,Mardais,"Sep 17, 2017",I AM SHOOK!!!,Reply
CROWN OF GLASS,Mardais,"Sep 17, 2017",Oh ma gad!,Reply
CROWN OF GLASS,Mardais,"Sep 17, 2017",Do something 😂 😂 😂 😂 See? I know things. *proud*,1 Reply
CROWN OF GLASS,Mardais,"Sep 17, 2017",Tell 'em Vis!,1 Reply
CROWN OF GLASS,Mardais,"Sep 17, 2017",I already love this book. All I had to see was Game of Thrones! ♥♥♥,2 Replies
CROWN OF GLASS,SoulfullySufficed,"Sep 17, 2017",This god's  response just sent a chill down my spine,1 Reply
CROWN OF GLASS,SoulfullySufficed,"Sep 17, 2017",This epigraph is so unique! You deserve all the awards you've gotten 😍,1 Reply
CROWN OF GLASS,SoulfullySufficed,"Sep 17, 2017",Ok wow 😳,1 Reply
CROWN OF GLASS,brendasime,"Sep 16, 2017",Games Of Thrones 😍😍,1 Reply
CROWN OF GLASS,brendasime,"Sep 16, 2017",One of the most relatable things I've read 😂,1 Reply
CROWN OF GLASS,brendasime,"Sep 16, 2017",This 😍,1 Reply
CROWN OF GLASS,yomnaameer,"Sep 14, 2017",my heart my soul this is fantastic already,2 Replies
CROWN OF GLASS,yomnaameer,"Sep 14, 2017","u practically grabbed the most amazing things on earth, put them in a mixer and gave this. which i am pretty sure is going go be amazing too.",2 Replies
CROWN OF GLASS,spicedbroccoli,"Sep 13, 2017",I haven't even began and it's already so ahfggggghg,Reply
CROWN OF GLASS,spicedbroccoli,"Sep 13, 2017",I'm shaking,1 Reply
CROWN OF GLASS,spicedbroccoli,"Sep 13, 2017",This is already giving me so much goosebumps,1 Reply
CROWN OF GLASS,spicedbroccoli,"Sep 13, 2017","Right behind ya, El.",1 Reply
CROWN OF GLASS,spicedbroccoli,"Sep 13, 2017",Why is everyone out to get me?,1 Reply
CROWN OF GLASS,spicedbroccoli,"Sep 13, 2017",Hope I don't get on her bad side,1 Reply
CROWN OF GLASS,spicedbroccoli,"Sep 13, 2017",Me too haha ❤,Reply
CROWN OF GLASS,spicedbroccoli,"Sep 13, 2017",Awww. I hope she's seen this too,1 Reply
CROWN OF GLASS,spicedbroccoli,"Sep 13, 2017",I hope they see this 😂😂😂😂,1 Reply
CROWN OF GLASS,gulabjamuns,"Sep 11, 2017",Asdfghjkl,1 Reply
CROWN OF GLASS,gulabjamuns,"Sep 11, 2017",ZEUS???,3 Replies
CROWN OF GLASS,gulabjamuns,"Sep 11, 2017","Wait, how do they become silent after losing their ears?",1 Reply
CROWN OF GLASS,gulabjamuns,"Sep 11, 2017",Just try shooting them though,4 Replies
CROWN OF GLASS,gulabjamuns,"Sep 11, 2017",DAMN,Reply
CROWN OF GLASS,gulabjamuns,"Sep 11, 2017",I'm in love with this story already,2 Replies
CROWN OF GLASS,gulabjamuns,"Sep 11, 2017",THE OTHERS,1 Reply
CROWN OF GLASS,gulabjamuns,"Sep 11, 2017",Idk shoot him or something,1 Reply
CROWN OF GLASS,gulabjamuns,"Sep 11, 2017",I LIKE SLOW BURN OKAY,1 Reply
CROWN OF GLASS,gulabjamuns,"Sep 11, 2017",THIS 😂😂😂😂,1 Reply
CROWN OF GLASS,blankinks,"Sep 11, 2017","Wow, this is incredible",1 Reply
CROWN OF GLASS,blankinks,"Sep 11, 2017","Oh my god, this is gonna be good",1 Reply
CROWN OF GLASS,skypillars,"Sep 09, 2017","Stab him multiple times until he's dead, if he twitches, stab him again. Then burn him.",79 Replies
CROWN OF GLASS,skypillars,"Sep 09, 2017",I've always liked bed this quote..... it's so beautiful and wondrous because of the secrets hiding behind it,12 Replies
CROWN OF GLASS,skypillars,"Sep 09, 2017",*already shipping,5 Replies
CROWN OF GLASS,skypillars,"Sep 09, 2017",*me,8 Replies
CROWN OF GLASS,skypillars,"Sep 09, 2017",Can't wait to meet them because my life is already as it is so this won't do much,1 Reply
CROWN OF GLASS,skypillars,"Sep 09, 2017",*evil smile slowly spreads across face* hehehehehhehe,1 Reply
CROWN OF GLASS,skypillars,"Sep 09, 2017","Yup, most definitely, it's like this..  Step one: you get ready to write after catching sight of an inspirational pin Step two: you catch sight of an aesthetic eye (don't ask why the eye) Step three: you're scrolling through batman pins (and you never know how the heck you even got there)",2 Replies
CROWN OF GLASS,zuramaru-,"Sep 06, 2017",I already love this story.... it's great. I literally usually read anime Fanfiction.... (no bad judgement please.) But this story seems like it's going to be a good one. :)  #BGBC,Reply
CROWN OF GLASS,OakleafRanger372,"Sep 05, 2017"," #BGBC  This isn't the traditional sort of beginning, but it's definitely a great one. I really want to read more.",Reply
CROWN OF GLASS,romanticismskiss,"Sep 01, 2017",He's my second favorite as to the first one,1 Reply
CROWN OF GLASS,romanticismskiss,"Sep 01, 2017",These descriptions are on point,Reply
CROWN OF GLASS,romanticismskiss,"Sep 01, 2017",Why do you not have seven million reads?,1 Reply
CROWN OF GLASS,romanticismskiss,"Sep 01, 2017",Shooketh,1 Reply
CROWN OF GLASS,romanticismskiss,"Sep 01, 2017",Hmmm.,Reply
CROWN OF GLASS,leesconfucius,"Sep 01, 2017",I love you edwina!,2 Replies
CROWN OF GLASS,rubyruins,"Sep 01, 2017",Lol of course they are 😂😂,Reply
CROWN OF GLASS,romanticismskiss,"Sep 01, 2017",Well dang,1 Reply
CROWN OF GLASS,romanticismskiss,"Sep 01, 2017",I bet their hot😂😂 did you get it? Ok I'll leave,Reply
CROWN OF GLASS,romanticismskiss,"Sep 01, 2017",Yasssss,1 Reply
CROWN OF GLASS,romanticismskiss,"Sep 01, 2017",Same,1 Reply
CROWN OF GLASS,romanticismskiss,"Sep 01, 2017",Omg,1 Reply
CROWN OF GLASS,-,"Aug 30, 2017",OH MY HOLY LORD WE NEEDED THIS THANK YOU  AND PLEASE MAKE TRUE ON THE SLOW BURN PROMISE😍😍 ATLEAST A KISS PLEASE,1 Reply
CROWN OF GLASS,FrankDavies3,"Aug 30, 2017", #believerBC  I really like the different views and opinions about killing Gods.  Good stuff!,1 Reply
CROWN OF GLASS,Ashia234,"Aug 29, 2017",Loved it. Can't wait to read the rest.,1 Reply
CROWN OF GLASS,thelittlewreck,"Aug 28, 2017",The last one was my favourite!!!,1 Reply
CROWN OF GLASS,crimscntears,"Aug 27, 2017",Dis guy's my favourite.,3 Replies
CROWN OF GLASS,crimscntears,"Aug 27, 2017",I can't help but think of Theon 😭,4 Replies
CROWN OF GLASS,crimscntears,"Aug 27, 2017","I don't want to seem annoying, but why's everyone commenting #believerbc?",2 Replies
CROWN OF GLASS,crimscntears,"Aug 27, 2017",😩This is so good,1 Reply
CROWN OF GLASS,TheDreamChronicles,"Aug 21, 2017",What an attention grabber!,3 Replies
CROWN OF GLASS,Natashawallflower,"Aug 16, 2017"," #believerbc  Oh, I am definitely going to enjoy reading this *.*",1 Reply
CROWN OF GLASS,hilmbaeed,"Aug 09, 2017",Wow,Reply
CROWN OF GLASS,hilmbaeed,"Aug 09, 2017",How? 😂😈,Reply
CROWN OF GLASS,-,"Aug 06, 2017"," #believerbc  This chapter was very interesting! It casts an interesting tone for the story and I instantly want to read more! You were very descriptive with some of the gods, and because of that the reader is able to get a picture of the world they are in and the personality of the gods. I'm getting a Greek god vibe, but it's possible you have different gods in mind. I tend to think the chapter was a little short and I was disappointed there was so little. Overall, I think the story has a lot of potential! Good job!",Reply
CROWN OF GLASS,-,"Aug 06, 2017"," #believerbc I love the questions! It really brings rhythm and mystery into the book. However, usually God is only capitalized if there is One God. If there is more than one, usually it is just, a god. So How do you kill a god?",Reply
CROWN OF GLASS,JustBEfreEtoLivE,"Aug 05, 2017"," #believerbc  This was a very good beginning. By asking, again and again, the same question and always answering it with the same conclusion builds up anticipation. it makes you wonder what the actual answer is going to be.  I loved the end. A god for a god, an era for an era. I don't know why, but I loved it.",Reply
CROWN OF GLASS,MadhavaPriyaa,"Jul 30, 2017"," #leisurely This was fantastic! Your grammar is remarkable, and the concept of this story is intriguing. The way you have written the Gods, and their connection with the elements is amazing.  The words that are the most captivating: 'It is not death' How they all have different ways to reach the same destination. It reminded me of Greek mythology, what with the comparison to Zeus, Poseidon and Hades, as well as Persephone (I am guessing) and the Goddess of Snow? Or is it Aphrodite?",Reply
CROWN OF GLASS,rubyruins,"Jul 29, 2017",WOW THAT COMMENT😱,Reply
CROWN OF GLASS,spoiledthot,"Jul 29, 2017",Get a goddess on him to set him straight,Reply
