,Chapter Name,Username,Date,Text,Negative,Neutral,Positive,Compound
10195,17 | ACT I SCENE XVII,whatdafuqamidoing,Apr-212019,ISJANSJWNSHISHS                 ,0.0,1.0,0.0,0.0
10196,17 | ACT I SCENE XVII,whatdafuqamidoing,Apr-212019,WHAT THE ISTG ALL THESE FUCKING RAPIST ASS PERVS ARE PISSING ME OFFF,0.539,0.461,0.0,-0.9131
10197,17 | ACT I SCENE XVII,whatdafuqamidoing,Apr-212019,jealousyyyyy                 ,0.0,1.0,0.0,0.0
10198,17 | ACT I SCENE XVII,bloodorangeblush,Apr-172019,!!!                 ,0.0,1.0,0.0,0.0
10199,17 | ACT I SCENE XVII,bloodorangeblush,Apr-172019,!!!                 ,0.0,1.0,0.0,0.0
10200,17 | ACT I SCENE XVII,bloodorangeblush,Apr-172019,!!!                 ,0.0,1.0,0.0,0.0
10201,17 | ACT I SCENE XVII,chatax-,Apr-042019,lol                 ,0.0,0.0,1.0,0.4215
10202,17 | ACT I SCENE XVII,ceenamon,Dec-282018,Hahhahahahha a real shipper here                 ,0.0,1.0,0.0,0.0
10203,17 | ACT I SCENE XVII,ellasmindpalace,Dec-202018,*Law & Order dun  dun sound* I am shooketh...                ,0.0,1.0,0.0,0.0
10204,17 | ACT I SCENE XVII,starryeyedsage,Dec-192018,i have a feeling that by stepping into the room  edwina and tristan loosened the chains or something                ,0.0,0.909,0.091,0.128
10205,17 | ACT I SCENE XVII,thesauceomellamacorn,Dec-042018,Lmao we all know where this is going                 ,0.0,0.642,0.358,0.5994
10206,17 | ACT I SCENE XVII,anjalireads,Dec-032018,Damnit I wanted to be a goddess... But they still have their goddamned periods                 ,0.383,0.617,0.0,-0.7351
10207,17 | ACT I SCENE XVII,raceii,Nov-192018,Bruh goddesses still have their periods that's a rip off                 ,0.0,1.0,0.0,0.0
10208,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Aye let's go see what's in it!!                 ,0.0,1.0,0.0,0.0
10209,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Yeah. Why would they change the tile for?....                 ,0.0,0.761,0.239,0.296
10210,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,You can leave with your attitude squinting face with tongue  squinting face with tongue                  ,0.085,0.915,0.0,-0.0516
10211,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,They finna haunt my dreams tonight XD                 ,0.194,0.287,0.519,0.6739
10212,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Might be wrong... I'm sure XD face with tears of joy  face with tears of joy                  ,0.135,0.354,0.511,0.9124
10213,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Sort of... face with tears of joy  face with tears of joy                  ,0.196,0.412,0.392,0.7003
10214,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Damn why people always interrupting face with tears of joy  You with child my dear loudly crying face  loudly crying face                  ,0.389,0.419,0.192,-0.6808
10215,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Yep she's pregnant                 ,0.0,0.476,0.524,0.296
10216,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,She thinks she's pregnant face with tears of joy  face with tears of joy                  ,0.178,0.467,0.355,0.7003
10217,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,*bites back a snarky comment* smiling face with smiling eyes  skull  skull                  ,0.0,0.6,0.4,0.7184
10218,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Author you better be lucky I'm not in the book and is a powerful God or I would've lost it skull  skull  skull                  ,0.08,0.554,0.367,0.8074
10219,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Why Deimos...  thinking face  thinking face                  ,0.0,1.0,0.0,0.0
10220,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,What the actually fuck!! *tries to calm self down*  skull  skull,0.265,0.585,0.15,-0.4184
10221,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,*thinks about what Loki did* XD                 ,0.0,0.524,0.476,0.6739
10222,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Yeah that would not be good...                 ,0.0,0.694,0.306,0.296
10223,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Me  *sniffs the air* I smell something burning... Random person  It's Tristan's pants!!   face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy                  ,0.16,0.507,0.333,0.9039
10224,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Tristan is falling for what Eros is doing face with tears of joy  face with tears of joy  #Tristina smiling face with heart-eyes  fire  fire                  ,0.27,0.45,0.28,0.5267
10225,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,I bet anyone would want her face with tears of joy  face with tears of joy  He probably does just for a interment moment lol                 ,0.117,0.523,0.36,0.836
10226,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Sounds like Harry Potter face with tears of joy  Dementors XD                 ,0.096,0.355,0.549,0.873
10227,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Aye he overthrow him clapping hands  I really don't like Apollo                 ,0.21,0.79,0.0,-0.3374
10228,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,Do we have to get the extinguisher right now?? Because someone's pants are lit face with tears of joy  fire  fire                  ,0.253,0.61,0.136,-0.3094
10229,17 | ACT I SCENE XVII,KaylaSilverOfficial,Oct-282018,No shit Sherlock face with tears of joy  face with tears of joy,0.397,0.289,0.314,-0.0
10230,17 | ACT I SCENE XVII,_moondusts,Oct-182018, face screaming in fear  face screaming in fear  face screaming in fear  face screaming in fear  face screaming in fear                  ,0.744,0.256,0.0,-0.9799
10231,17 | ACT I SCENE XVII,_moondusts,Oct-182018,Llewellyn huh? Vanessa something you want to tell us? smirking face  smirking face  smirking face  smirking face                  ,0.0,0.906,0.094,0.168
10232,17 | ACT I SCENE XVII,_moondusts,Oct-182018,Pregnant?                 ,0.0,1.0,0.0,0.0
10233,17 | ACT I SCENE XVII,_moondusts,Oct-182018, face screaming in fear  face screaming in fear  face screaming in fear  face screaming in fear  face with steam from nose  face with steam from nose  face with steam from nose  face with steam from nose  face with steam from nose                  ,0.413,0.587,0.0,-0.969
10234,17 | ACT I SCENE XVII,_moondusts,Oct-182018,I smell jealousy! smirking face  smirking face  smirking face                  ,0.27,0.73,0.0,-0.3802
10235,17 | ACT I SCENE XVII,_moondusts,Oct-182018,Liar  liar  pants on fire! face with tears of joy  face with tears of joy  face with tears of joy                ,0.401,0.294,0.305,-0.1511
10236,17 | ACT I SCENE XVII,gracce-,Oct-092018,SQUARE UP FRICKIN-                 ,0.0,1.0,0.0,0.0
10237,17 | ACT I SCENE XVII,cometworks,Sep-142018,i'm so excited to see what they hide!!!!                 ,0.0,0.645,0.355,0.5942
10238,17 | ACT I SCENE XVII,cometworks,Sep-142018,aH.                 ,0.0,1.0,0.0,0.0
10239,17 | ACT I SCENE XVII,cometworks,Sep-142018,that's sounds...terrifying to say the least!                 ,0.0,1.0,0.0,0.0
10240,17 | ACT I SCENE XVII,Queenlikescoffee,Sep-072018,I think there's a piece of the thing by which the Titans can come again. One of the three pieces                 ,0.0,1.0,0.0,0.0
10241,17 | ACT I SCENE XVII,Queenlikescoffee,Sep-072018,Jelly huh smirking face  smirking face                  ,0.0,1.0,0.0,0.0
10242,17 | ACT I SCENE XVII,LattyBritish,Aug-262018,I find myself retyping my comments I swear it's annoying to write something and it keeps disappearing. Even though this is fantasy  a few things are very much real in this world like the selling of young women.                ,0.102,0.833,0.065,-0.1027
10243,17 | ACT I SCENE XVII,LattyBritish,Aug-262018,Sounds like my current ruling government raising health care and shit  woman facepalming,0.187,0.518,0.295,0.2732
10244,17 | ACT I SCENE XVII,e-bae-free-shipping,Aug-242018,boi. she is ten.                 ,0.0,1.0,0.0,0.0
10245,17 | ACT I SCENE XVII,4llyxox,Jul-262018,10000% pregnant                 ,0.0,1.0,0.0,0.0
10246,17 | ACT I SCENE XVII,4llyxox,Jul-262018,Defos pregnant                 ,0.0,1.0,0.0,0.0
10247,17 | ACT I SCENE XVII,4llyxox,Jul-262018,She pregnant again                 ,0.0,1.0,0.0,0.0
10248,17 | ACT I SCENE XVII,ofthestarrysea,Jul-252018,These make it seem like a TV show and it's great                 ,0.0,0.548,0.452,0.765
10249,17 | ACT I SCENE XVII,ofthestarrysea,Jul-242018,This paragraph seems a bit separate and not really necessary  xx                 ,0.0,1.0,0.0,0.0
10250,17 | ACT I SCENE XVII,SkylerDeceo,Jul-192018,Pregooo ma gurl                 ,0.0,1.0,0.0,0.0
10251,17 | ACT I SCENE XVII,ChangingCosmic,Jul-102018,I starting to get the chills here  hushed face  *shivers*                 ,0.0,1.0,0.0,0.0
10252,17 | ACT I SCENE XVII,shekissedthemoon,Jul-102018,smh..                 ,0.0,1.0,0.0,0.0
10253,17 | ACT I SCENE XVII,shekissedthemoon,Jul-102018,what a little liar...                 ,0.0,1.0,0.0,0.0
10254,17 | ACT I SCENE XVII,BananaZurc,Jul-072018,Maybe it contains the logogram  face screaming in fear                  ,0.453,0.547,0.0,-0.7003
10255,17 | ACT I SCENE XVII,BananaZurc,Jul-072018,Are you sure you are the mother and not Vanessa?  face with tears of joy                  ,0.095,0.6,0.305,0.6369
10256,17 | ACT I SCENE XVII,BananaZurc,Jul-072018,That's terrible                 ,0.756,0.244,0.0,-0.4767
10257,17 | ACT I SCENE XVII,BananaZurc,Jul-072018,And they're selling this girl?  face with steam from nose                  ,0.0,1.0,0.0,0.0
10258,17 | ACT I SCENE XVII,BananaZurc,Jul-072018,But you don't act like her husband                 ,0.26,0.74,0.0,-0.2755
10259,17 | ACT I SCENE XVII,xoxo_celeste,Jul-032018,I SHIP IT!                 ,0.0,1.0,0.0,0.0
10260,17 | ACT I SCENE XVII,romanticismskiss,Jun-222018,Shook                 ,1.0,0.0,0.0,-0.1027
10261,17 | ACT I SCENE XVII,romanticismskiss,Jun-222018,Throw hands at all those dirty cad of men trist I'll hold your earrings boo!                 ,0.186,0.814,0.0,-0.4926
10262,17 | ACT I SCENE XVII,Aeir_11,Jun-102018,Screams internally                 ,0.688,0.312,0.0,-0.296
10263,17 | ACT I SCENE XVII,CookiesnCream133,May-312018,SHE SMART MAN                 ,0.0,0.426,0.574,0.4019
10264,17 | ACT I SCENE XVII,celestia-starlight,Apr-122018,Man. And his wife  Fayette  can change into whatever form someone desires most? What a deadly [deceiving] couple!               ,0.0,1.0,0.0,0.0
10265,17 | ACT I SCENE XVII,ofdivinity,Mar-142018,NO THANK YOUUUU                 ,0.386,0.175,0.439,0.0772
10266,17 | ACT I SCENE XVII,ofdivinity,Mar-142018,Oh wow that's pretty bad  grinning face with sweat  no thank you                 ,0.241,0.253,0.506,0.743
10267,17 | ACT I SCENE XVII,ofdivinity,Mar-142018,Or to Tristan  weary face                  ,0.344,0.656,0.0,-0.2732
10268,17 | ACT I SCENE XVII,ofdivinity,Mar-142018,I wonder if Apollo ever hurt or did anything to Tristan's sister  thinking face  I hope not but it would explain a lot                 ,0.099,0.813,0.088,-0.0644
10269,17 | ACT I SCENE XVII,godavariflowsby,Jan-312018,Is it Maidenhead or maidenhood?                 ,0.0,1.0,0.0,0.0
10270,17 | ACT I SCENE XVII,#NAME?,Jan-252018,she. is. ten. STOP.                 ,0.494,0.506,0.0,-0.4466
10271,17 | ACT I SCENE XVII,#NAME?,Jan-252018,don't lie to the god of love tristan. he knows all                 ,0.0,0.588,0.412,0.743
10272,17 | ACT I SCENE XVII,1-800-LUSTING,Jan-102018,woah                 ,0.0,1.0,0.0,0.0
10273,17 | ACT I SCENE XVII,1-800-LUSTING,Jan-102018,jesus just the thought of their return                 ,0.0,1.0,0.0,0.0
10274,17 | ACT I SCENE XVII,1-800-LUSTING,Jan-092018,awwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww                 ,0.0,1.0,0.0,0.0
10275,17 | ACT I SCENE XVII,1-800-LUSTING,Jan-092018,*hair*                 ,0.0,1.0,0.0,0.0
10276,17 | ACT I SCENE XVII,1-800-LUSTING,Jan-092018,PREGO                 ,0.0,1.0,0.0,0.0
10277,17 | ACT I SCENE XVII,1-800-LUSTING,Jan-092018,i'm sick                 ,0.767,0.233,0.0,-0.5106
10278,17 | ACT I SCENE XVII,kindwishes,Jan-052018,Poor child!                 ,0.772,0.228,0.0,-0.5255
10279,17 | ACT I SCENE XVII,goldenskais,Dec-282017,What the hell are they bidding on virgins fearful face  disappointed face                  ,0.548,0.452,0.0,-0.8979
10280,17 | ACT I SCENE XVII,silentlywhispering,Dec-242017,LIESSSSSSSSSSS                 ,0.0,1.0,0.0,0.0
10281,17 | ACT I SCENE XVII,StarryNightOwls,Dec-212017,Pregnant                 ,0.0,1.0,0.0,0.0
10282,17 | ACT I SCENE XVII,Faffacake,Dec-192017,PREGGERS!!                 ,0.0,1.0,0.0,0.0
10283,17 | ACT I SCENE XVII,collaterals,Nov-092017,Is she pregnant?                 ,0.0,1.0,0.0,0.0
10284,17 | ACT I SCENE XVII,offtojupiter,Nov-032017,THIS BOOK IS AWESOME!!!                 ,0.0,0.376,0.624,0.7163
10285,17 | ACT I SCENE XVII,skypillars,Oct-272017,is this forshadowing???                 ,0.0,1.0,0.0,0.0
10286,17 | ACT I SCENE XVII,skypillars,Oct-262017,*slowly backs away* ummm  way to have my thoughts whirring around hoping that that feeling he has is wrong                ,0.182,0.636,0.182,0.0
10287,17 | ACT I SCENE XVII,skypillars,Oct-262017,I swear Vanessa is aweosme!!                 ,0.373,0.627,0.0,-0.1984
10288,17 | ACT I SCENE XVII,skypillars,Oct-262017,the green apple... its everywhere!                 ,0.0,1.0,0.0,0.0
10289,17 | ACT I SCENE XVII,skypillars,Oct-262017,wow                 ,0.0,0.0,1.0,0.5859
10290,17 | ACT I SCENE XVII,skypillars,Oct-262017,I JUST.... NO WORDS.... ARRGHHH!!!!!                 ,0.529,0.471,0.0,-0.5216
10291,17 | ACT I SCENE XVII,skypillars,Oct-262017,NOW MAKE HIM PAY!!!                 ,0.431,0.569,0.0,-0.3129
10292,17 | ACT I SCENE XVII,skypillars,Oct-262017,*cracks fingers*                 ,0.0,1.0,0.0,0.0
10293,17 | ACT I SCENE XVII,skypillars,Oct-262017,let your anger loose!!!!!!!!!!! chaos unravel!!!! yessss!!!!                 ,0.631,0.369,0.0,-0.8614
10294,17 | ACT I SCENE XVII,skypillars,Oct-262017,liar liar edwina's going to set you on fire                 ,0.6,0.4,0.0,-0.8402
10295,17 | ACT I SCENE XVII,skypillars,Oct-262017,i swear. is beauty all that matters in a woman to you people?                 ,0.085,0.567,0.348,0.5719
10296,17 | ACT I SCENE XVII,skypillars,Oct-262017,liar                 ,1.0,0.0,0.0,-0.5106
10297,17 | ACT I SCENE XVII,_logogriph,Oct-212017,Bad days are ahead. War? Rebellion? Deaths? I love it.                 ,0.506,0.268,0.225,-0.6416
10298,17 | ACT I SCENE XVII,FetchingPenumbra,Oct-122017,Ohhh                 ,0.0,1.0,0.0,0.0
10299,17 | ACT I SCENE XVII,FetchingPenumbra,Oct-122017,Pregnant  yeah yeah  that's always it.               ,0.0,0.476,0.524,0.5267
10300,17 | ACT I SCENE XVII,FetchingPenumbra,Oct-122017,Damn.                 ,1.0,0.0,0.0,-0.4019
10301,17 | ACT I SCENE XVII,FetchingPenumbra,Oct-122017,Huh o.o                 ,0.643,0.357,0.0,-0.2023
10302,17 | ACT I SCENE XVII,Tris_fire,Oct-112017,Wow I love mysteries and secret passages                 ,0.0,0.333,0.667,0.8402
10303,17 | ACT I SCENE XVII,spicedbroccoli,Oct-072017,OMG IM SO HAPPY IM READING THIS LATE  raising hands  raising hands  raising hands  raising hands   I don't know how I would've survived this cliffhanger  face with tears of joy  face with tears of joy                  ,0.081,0.573,0.347,0.9388
10304,17 | ACT I SCENE XVII,spicedbroccoli,Oct-072017,No no no no there's got to be something there                 ,0.595,0.405,0.0,-0.7783
10305,17 | ACT I SCENE XVII,spicedbroccoli,Oct-072017,I'm shaking with fear and excitement                 ,0.441,0.27,0.288,-0.1779
10306,17 | ACT I SCENE XVII,spicedbroccoli,Oct-072017,Oooooooo                 ,0.0,1.0,0.0,0.0
10307,17 | ACT I SCENE XVII,spicedbroccoli,Oct-072017,This line gave me serious chills                 ,0.206,0.794,0.0,-0.0772
10308,17 | ACT I SCENE XVII,spicedbroccoli,Oct-072017,I shiver just thinking about the idea of them making a return to Endollon                 ,0.0,1.0,0.0,0.0
10309,17 | ACT I SCENE XVII,spicedbroccoli,Oct-072017,If only this happened in real life  loudly crying face                  ,0.256,0.744,0.0,-0.4767
10310,17 | ACT I SCENE XVII,spicedbroccoli,Oct-072017,I still think Vanessa is the lady that was having a fivesome in Tristan's bedroom. They live close to the Valmonts dont they?                 ,0.0,1.0,0.0,0.0
10311,17 | ACT I SCENE XVII,spicedbroccoli,Oct-072017,Preggers                 ,0.0,1.0,0.0,0.0
10312,17 | ACT I SCENE XVII,spicedbroccoli,Oct-072017, smirking face  smirking face  mhmm                 ,0.0,1.0,0.0,0.0
10313,17 | ACT I SCENE XVII,spicedbroccoli,Oct-072017,I feel so lucky to be blessed with this two updates ahhhh                 ,0.0,0.563,0.437,0.7902
10314,17 | ACT I SCENE XVII,spicedbroccoli,Oct-072017,I wonder if his father hates him for overthrowing him.     He probably does.                 ,0.209,0.791,0.0,-0.4404
10315,17 | ACT I SCENE XVII,secretswansong,Oct-062017,Omg the banner is westworld                 ,0.0,1.0,0.0,0.0
10316,17 | ACT I SCENE XVII,westerfell,Oct-042017,THE GIRL FOUND SOMETHING SHITTT                 ,0.0,1.0,0.0,0.0
10317,17 | ACT I SCENE XVII,LIQUIFIEDSYMPHONY,Oct-042017,welp welp welp THIS MADE MY DAY                 ,0.0,1.0,0.0,0.0
10318,17 | ACT I SCENE XVII,Ashia234,Oct-042017,I can't wait to read the rest. smiling face  smiling face with smiling eyes  smiling face with heart-eyes                  ,0.0,0.52,0.48,0.9001
10319,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,Mostly from  yours truly                ,0.0,0.508,0.492,0.4404
10320,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,101 comments                 ,0.0,1.0,0.0,0.0
10321,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,YES                 ,0.0,0.0,1.0,0.4019
10322,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,SHIT IS ABOUT TO HAPPEN,0.474,0.526,0.0,-0.5574
10323,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,MYYYY                 ,0.0,1.0,0.0,0.0
10324,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,OH                 ,0.0,1.0,0.0,0.0
10325,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,OH                 ,0.0,1.0,0.0,0.0
10326,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,oh my  oh my  oh my               ,0.0,1.0,0.0,0.0
10327,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,Oh my oh my                 ,0.0,1.0,0.0,0.0
10328,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,Oh my..                 ,0.0,1.0,0.0,0.0
10329,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,I UNDERSTAND                 ,0.0,1.0,0.0,0.0
10330,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,SHE STRONGER THAN THE HULK                 ,0.0,0.606,0.394,0.3818
10331,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,BOY                 ,0.0,1.0,0.0,0.0
10332,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,Secret passage  you say                ,0.0,1.0,0.0,0.0
10333,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,Ooo                 ,0.0,1.0,0.0,0.0
10334,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,MY BAD GIRL IS HERE!!                 ,0.505,0.495,0.0,-0.6229
10335,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,I love quiet                 ,0.0,0.192,0.808,0.6369
10336,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,CUTE                 ,0.0,0.0,1.0,0.4588
10337,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,LOVEEE eyes                  ,0.0,1.0,0.0,0.0
10338,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,AWE                 ,0.0,1.0,0.0,0.0
10339,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,So am I  I suppose                ,0.0,1.0,0.0,0.0
10340,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,WE JUST NEED TO CHILL                 ,0.0,1.0,0.0,0.0
10341,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,OOO PERIOD IS NOT COMING                 ,0.0,1.0,0.0,0.0
10342,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,Star kissed  the wonder in these two words                ,0.0,0.729,0.271,0.3818
10343,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,YOU called                 ,0.0,1.0,0.0,0.0
10344,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,Sadness is overwhelming me                 ,0.492,0.508,0.0,-0.4404
10345,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,Oh my                 ,0.0,1.0,0.0,0.0
10346,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,This description tho  doll                ,0.0,1.0,0.0,0.0
10347,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,SHOOKETH                 ,0.0,1.0,0.0,0.0
10348,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,Hmmmm                 ,0.0,1.0,0.0,0.0
10349,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,Aye! Calm yourselves                 ,0.0,0.436,0.564,0.3802
10350,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,Ten summers  I like that                ,0.0,0.545,0.455,0.3612
10351,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,Me and him think alike                 ,0.0,1.0,0.0,0.0
10352,17 | ACT I SCENE XVII,leesconfucius,Oct-042017,I didn't even read that part                 ,0.0,1.0,0.0,0.0
10353,17 | ACT I SCENE XVII,deathbymarty,Oct-032017,If I didn't have school right now  you would have like 100 comments from my crazy ass                ,0.276,0.607,0.117,-0.5267
10354,17 | ACT I SCENE XVII,leesconfucius,Oct-032017,Fuck school,0.778,0.222,0.0,-0.5423
10355,17 | ACT I SCENE XVII,leesconfucius,Oct-032017,Agg  I have to finish this later                ,0.0,1.0,0.0,0.0
10356,17 | ACT I SCENE XVII,ThatFiestyBabyOreo,Oct-032017,Holy cow  cow face                  ,0.0,1.0,0.0,0.0
10357,17 | ACT I SCENE XVII,deathbymarty,Oct-032017,Hmm or rich prey off the poor                 ,0.265,0.427,0.308,0.128
10358,17 | ACT I SCENE XVII,deathbymarty,Oct-032017, smiling face with heart-eyes  smiling face with heart-eyes                  ,0.0,0.5,0.5,0.7184
10359,17 | ACT I SCENE XVII,deathbymarty,Oct-032017,Don't be a bitch                 ,0.0,0.394,0.606,0.4717
10360,17 | ACT I SCENE XVII,deathbymarty,Oct-032017,SURE                 ,0.0,0.0,1.0,0.3182
10361,17 | ACT I SCENE XVII,deathbymarty,Oct-032017,BOY WE ALL KNOW YOU WANT HER IN BED                 ,0.0,0.86,0.14,0.0772
10362,17 | ACT I SCENE XVII,deathbymarty,Oct-032017,YESS                 ,0.0,1.0,0.0,0.0
10363,17 | ACT I SCENE XVII,deathbymarty,Oct-032017,Yes  she is                ,0.0,0.426,0.574,0.4019
10364,17 | ACT I SCENE XVII,deathbymarty,Oct-032017,Matching names                 ,0.0,1.0,0.0,0.0
10365,17 | ACT I SCENE XVII,deathbymarty,Oct-032017,Oooo                 ,0.0,1.0,0.0,0.0
10366,17 | ACT I SCENE XVII,leesconfucius,Oct-032017,I will continue reading at lunch  DON'T GO ANYWHERE                ,0.0,1.0,0.0,0.0
10367,17 | ACT I SCENE XVII,leesconfucius,Oct-032017,Come on sis  it's  obvious                ,0.0,1.0,0.0,0.0
10368,17 | ACT I SCENE XVII,meggy_mcmillian,Oct-032017,Great chapter by the way  )                 ,0.0,0.494,0.506,0.6249
10369,17 | ACT I SCENE XVII,meggy_mcmillian,Oct-032017,Uh oh something bad is down there...... Or maybe not XD                 ,0.441,0.559,0.0,-0.7972
10370,17 | ACT I SCENE XVII,Tophie_Star,Oct-032017,Did i mention i love secret passages??                 ,0.0,0.467,0.533,0.6767
10371,17 | ACT I SCENE XVII,Tophie_Star,Oct-032017,Yay! I can't help but feel anticipation for whatever is under the citadel. And i have a feeling its not going to be gooood...                 ,0.067,0.695,0.239,0.4961
10372,17 | ACT I SCENE XVII,Tophie_Star,Oct-032017,Baby!!!!!                 ,0.0,1.0,0.0,0.0
10373,17 | ACT I SCENE XVII,Tophie_Star,Oct-032017,Exactly!! Its sweet too!! My sweet honeybunch of green apples.... Hehe                 ,0.0,0.557,0.443,0.8002
10374,17 | ACT I SCENE XVII,Tophie_Star,Oct-032017,Honeybunch? Wow. Talk about terms of endearments yo never knew about.                 ,0.0,0.725,0.275,0.5859
10375,17 | ACT I SCENE XVII,Tophie_Star,Oct-032017,Sweetie? I think it should be blonde hair if i'm not missing anything. And no need to apologise. It'll only hurt my pride as a dedicated reader.                 ,0.153,0.491,0.357,0.7571
10376,17 | ACT I SCENE XVII,Tophie_Star,Oct-032017,Yayyyyy!!! Amphi is preggie!! Eric is gonna have a baby..... Whooop!!                 ,0.0,1.0,0.0,0.0
10377,17 | ACT I SCENE XVII,Tophie_Star,Oct-032017,Female/child slavery/trafficking/trade just makes me puke. I hate how they're treated less than sacks of rice                 ,0.353,0.647,0.0,-0.7964
10378,17 | ACT I SCENE XVII,Tophie_Star,Oct-032017,Cool!! *chants* lose it.lose it.lose it.                 ,0.343,0.417,0.24,-0.2462
10379,17 | ACT I SCENE XVII,Tophie_Star,Oct-032017,Yes  that she is                ,0.0,0.526,0.474,0.4019
10380,17 | ACT I SCENE XVII,Tophie_Star,Oct-032017,I love being the first to comment. Hey Ells!!                 ,0.0,0.594,0.406,0.6988
10381,18 | ACT I SCENE XVIII,cIubpenguin,Nov 17 2020,period                  ,0.0,1.0,0.0,0.0
10382,18 | ACT I SCENE XVIII,alexandraadella,Nov-11 2020,He's merciful. I'd carve a 'rapist asshole' tattoo to his skin with my dagger.,0.29,0.71,0.0,-0.7096
10383,18 | ACT I SCENE XVIII,bumblebea-,Oct-08 2020,re-read  YESYESYES                  ,0.0,1.0,0.0,0.0
10384,18 | ACT I SCENE XVIII,auroreate,Sep-11 2020,he really is a king x                  ,0.0,1.0,0.0,0.0
10385,18 | ACT I SCENE XVIII,livintoday,Jul-30 2020,No one shall have a right to treat ANY BEING like that. Including ANIMALS. They also have feelings  and a life they could live. But ruthless humans don't care.   My inner vegan came out                  ,0.127,0.736,0.137,0.0956
10386,18 | ACT I SCENE XVIII,priyanka20000,Jul-13 2020, prince  prince  prince  crown  crown                   ,0.0,1.0,0.0,0.0
10387,18 | ACT I SCENE XVIII,tsaritsaofdeath,Jun-21 2020,re-read  HA                  ,0.0,0.242,0.758,0.4824
10388,18 | ACT I SCENE XVIII,loreenswriting,Jun-02 2020,oh damn                  ,0.73,0.27,0.0,-0.4019
10389,18 | ACT I SCENE XVIII,loreenswriting,Jun-02 2020,oh shit it's the girl,0.474,0.526,0.0,-0.5574
10390,18 | ACT I SCENE XVIII,loreenswriting,Jun-02 2020,oh shit,0.783,0.217,0.0,-0.5574
10391,18 | ACT I SCENE XVIII,da_slap,May-29 2020,The King has spoken  clapping hands  clapping hands  clapping hands  crown                   ,0.0,1.0,0.0,0.0
