Chapter Name,Author,Date,Text,Replies
ACT 0 | ORPHIC,jacksangel,Mar 12,...I am confusion I think somethings missing,Reply
ACT 0 | ORPHIC,6dream,"Jul 28, 2017",Wow! This seems interesting history. Very dramatic and loaded with bloid 😮  #BelieverBC,Reply
ACT 0 | ORPHIC,6dream,"Jul 28, 2017"," #BelieverBC   This was one of the best prologue I.ve ever read in my entire life. How you shaped the conversations into a powerful telling of the history of the whole planets. It was so new seeing prologues like this. Where everything is cleared up in such a simple yet informative way. If you had wrote this history in the form of paragraphs and telling it would've been too much information and too heavy for a prologue. But, this was very clever.  I so enjoyed the story behind their replies. It was very interesting, very intriguing. And I couldn't help but feel eager.   The ending too was so powerful, holding strong meanings behind it and I love these kind of cliffhangers.  Well done!",1 Reply
ACT 0 | ORPHIC,Stardustisinsideme,"Jul 28, 2017"," #believerbc  This is amazing. I seriously  cannot believe how one mind made up these many unique ideas. I am guessing this is just another information sort of chapter, but I wonder who Miriel is? Is she significant to the story? I do know that I will have to keep looking back to the little information guide in the chapter before. There isn't really anything I disliked in this chapter because it was told through dialogue. Who are the people talking and what do they have to do with the story?  Great job :)",1 Reply
ACT 0 | ORPHIC,rubyruins,"Jul 27, 2017",Sure! Thanks for letting me know dear,Reply
ACT 0 | ORPHIC,Istotanicole,"Jul 27, 2017",I think you forgot to add a part to this sentence ((not a big deal I just wanted you to know lol)),Reply
ACT 0 | ORPHIC,jackiel2004,"Jul 26, 2017"," #BelieverBC  It must've taken you forever to plan this out and create the world of Endollon. I'm amazed by how you put all of this together and created all of these names, characters, storylines, etc. I know I would never have the patience to do what you did with this story. It's definitely going somewhere because this is not only super creative, but I love how this is written. It doesn't get boring like many other books usually do. There's something about your writing style that I love, and I can't figure out what it is. This is amazing!",1 Reply
ACT 0 | ORPHIC,-,"Jul 25, 2017"," #believerbc  Let me just say, I am in awe. I can tell how much plotting, thinking, and connecting you had to do to create this world. Fantasy is one of the hardest genre's to write because you have to create an entirely new world with entirely different customs, mannerisms, people, animals, and ecosystem, but I feel you are nailing it. This is just my personal opinion, but i think it might be more organic if you didn't pose this as like an extra, history of the world kind of thing. I think some people might chalk it up to be something that's optional and jump into the next chapter, but I'm guessing this will be important info later. I know you already have a prologue,  which means you can't have another, but I would like to suggest, that you make this a chapter, rather than an informational little tidbit before the book. The writing is already in sort of a cinematic style, so you could always make it into this omnipotent narrator and remove the first sentence. Take it or leave it. This is just something I wanted to point out. Otherwise, everything is great. I love the voice of your writing.",4 Replies
ACT 0 | ORPHIC,okaynel,"Jul 24, 2017", #believerbc Names on point,Reply
ACT 0 | ORPHIC,ghostcore,"Jul 24, 2017",This comment may be offensive.  #believerbc  👏👏👏👏   I'm speechless. This is some family drama shit bruh. I like stories like that. This story isn't boring at all. You're doing a great job. One thing for sure is that don't get discouraged by book club members who don't like your story. Those type of members will tell you things like 'oh this is very confusing blah blah blah. Too much action'. You grab your readers really well and I give you props dude.   Please please don't discourage like me. There will be book club members who won't like your story.   You have a beautiful story here. Good job! I read it nice and it flowed well. It was like a movie 😂😂,2 Replies
ACT 0 | ORPHIC,ghostcore,"Jul 24, 2017",This comment may be offensive. Oh fuck,Reply
ACT 0 | ORPHIC,ghostcore,"Jul 24, 2017",This comment may be offensive. This is some family drama shit,Reply
ACT 0 | ORPHIC,ghostcore,"Jul 24, 2017", #believerbc  I'm loving the names dude,1 Reply
ACT 0 | ORPHIC,PistachioJoe,"Jul 24, 2017"," #believerbc  once again, amazing. i'm very appreciative of the history insert for this book. cramming a lot of information in the first few chapters, or even all of them, can be overwhelming and draw lots of readers away. you set this up in a format that is easy for readers to understand, but not boring at all. i can only see minor improvements for this chapter, maybe a few commas in some places or sentences that could be worded slightly different, but the entire thing as a whole is magnificent. i can read through it fluently with no problem, and my understanding for your story has grown a mile in just this little bit!! great job",1 Reply
ACT 0 | ORPHIC,-,"Jul 22, 2017", #believer bc   This is a very interesting aspect...,Reply
ACT 0 | ORPHIC,-,"Jul 22, 2017"," #believerbc  I think it's very interesting how you are creating an entire history here before you even really start the story. However, I'm not sure this is a good thing. I wonder if there is a way to talk about this amazing and intricate backstory within the narrative of your story. I think it would be more engaing that way. The info itself is interesting and I can tell you've put a great deal.of thought into it, but I feel like I should have read it within the story itself.",1 Reply
ACT 0 | ORPHIC,Didi_Girl,"Jul 22, 2017"," #believerbc  Wow... You write it very nicely. I'm happy you make this backstory so we know what happened and what causing everything.  The detail was amaze me. It's clear that you spend a lot of time and effort creating this ilussions. It's such a beautiful description. It's scare me how they killed each other for power. Gosh.. great description, no gramar error. Just great ❤",Reply
ACT 0 | ORPHIC,Sunburn_11,"Jul 22, 2017"," #leisurely  The backstory of this is amazing, you put so much thought into this. Right away you make us want to pick a side out of the children, which brings us closer to the characters that we know very little of.   In the midst of all your fancy words and great starting plot, I noticed that you sometimes miss places where commas are needed. Since you have very little spelling errors, these comma placed stand out more to us readers. But overall, it's a very easy thing to fix.  This start was amazing!",1 Reply
ACT 0 | ORPHIC,MairaDawn,"Jul 21, 2017",You have really put so much thought and work into this! All the best in the Reach for the Stars awards!,1 Reply
ACT 0 | ORPHIC,rubyruins,"Jul 18, 2017","Thank you! I fleshed this out before writing the story :) Yes, the emergence of the races is symbolic, gets explained later on 😀 thank you!",Reply
ACT 0 | ORPHIC,DelhiBelly,"Jul 18, 2017","Wow, this is done so well- the history of Endollon. I am truly impressed. You clearly spent a lot of time and effort on creating this world and it shows. The symbolic emergence of races is a very brilliant idea.",Reply
ACT 0 | ORPHIC,cdsheridan,"Jul 12, 2017","Again, loving the detail. You also do a great job of explaining the history in a succinct, clear way — no mean feat when outlining the entire history of the gods!",1 Reply
ACT 0 | ORPHIC,cdsheridan,"Jul 12, 2017","Small edit: ""body of water,"" not ""water body""",1 Reply
ACT 0 | ORPHIC,rubyruins,"Jun 22, 2017","I'm hoping I can. Maybe every two days. I'm writing chapter 73 right now, and it's the largest chapter in the book!",Reply
ACT 0 | ORPHIC,-,"Jun 22, 2017",Yay! Looks cool 😃 Are you posting every afternoon?,Reply
